Destination,Start date,Duration (days),Traveler age,Traveler gender,Traveler nationality,Accommodation type,Accommodation cost,Transportation type,Transportation cost,source
Greece,2022-12-05,19.0,69.0,Non-binary,Saint Barthelemy,Airbnb,10914.0,Flight,7276.0,dataset_3
Greece,2023-04-15,25.0,34.0,Non-binary,Italy,Other,7516.8,Train,5011.2,dataset_3
Greece,2022-03-08,20.0,25.0,Female,Eritrea,Hotel,17509.2,Road Trip,11672.8,dataset_3
Greece,2021-09-04,15.0,63.0,Female,Oman,Resorts,15098.4,Cruise,10065.6,dataset_3
Greece,2021-11-30,25.0,46.0,Non-binary,Cocos (Keeling) Islands,Resorts,16402.8,Bus,10935.2,dataset_3
Greece,2020-05-04,21.0,33.0,Transgender,Ecuador,Hotel,13630.8,Flight,9087.2,dataset_3
Greece,2022-12-25,29.0,46.0,Male,Dominican Republic,Airbnb,17262.0,Car,11508.0,dataset_3
Greece,2022-12-17,10.0,42.0,Transgender,Venezuela,Hotel,11119.2,Bus,7412.8,dataset_3
Greece,2021-08-27,21.0,36.0,Male,Taiwan,Hotel,6495.0,Car,4330.0,dataset_3
Greece,2022-08-06,7.0,60.0,Non-binary,Marshall Islands,Other,14521.8,Bus,9681.2,dataset_3
Greece,2020-05-03,14.0,40.0,Male,Bahamas,Airbnb,17365.2,Flight,11576.8,dataset_3
Greece,2021-04-01,14.0,63.0,Female,Aruba,Airbnb,12671.4,Cruise,8447.6,dataset_3
Greece,2022-06-15,19.0,45.0,Female,Ukraine,Hotel,11059.2,Cruise,7372.8,dataset_3
Greece,2020-09-21,26.0,38.0,Male,Central African Republic,Other,9443.4,Bus,6295.6,dataset_3
Greece,2022-08-18,18.0,50.0,Transgender,Grenada,Other,17735.4,Train,11823.6,dataset_3
Greece,2022-06-17,9.0,29.0,Non-binary,Guadeloupe,Airbnb,4243.2,Car,2828.8,dataset_3
Greece,2021-06-14,29.0,65.0,Male,Grenada,Resorts,5133.6,Road Trip,3422.4,dataset_3
Greece,2023-01-08,11.0,61.0,Female,Nepal,Airbnb,5803.2,Flight,3868.8,dataset_3
Greece,2021-11-28,21.0,49.0,Transgender,Argentina,Hotel,8497.8,Cruise,5665.2,dataset_3
Greece,2022-03-29,12.0,73.0,Non-binary,Myanmar,Other,7572.6,Train,5048.4,dataset_3
Greece,2021-03-09,13.0,48.0,Non-binary,Wallis and Futuna,Hotel,17352.0,Car,11568.0,dataset_3
Greece,2021-04-09,22.0,24.0,Non-binary,Mozambique,Airbnb,3893.4,Car,2595.6,dataset_3
Greece,2022-05-23,20.0,52.0,Transgender,Burundi,Other,14791.8,Cruise,9861.2,dataset_3
Greece,2021-05-20,21.0,57.0,Female,Chad,Other,5488.8,Cruise,3659.2,dataset_3
Greece,2020-07-03,2.0,26.0,Male,Mongolia,Other,5542.2,Cruise,3694.8,dataset_3
Greece,2022-05-13,20.0,61.0,Female,Somalia,Hotel,11535.0,Cruise,7690.0,dataset_3
Greece,2021-06-02,16.0,72.0,Non-binary,Serbia,Hotel,16857.6,Cruise,11238.4,dataset_3
Greece,2020-12-21,22.0,39.0,Non-binary,Italy,Other,10710.0,Car,7140.0,dataset_3
Greece,2023-02-02,16.0,34.0,Male,French Polynesia,Resorts,10473.0,Road Trip,6982.0,dataset_3
Greece,2021-03-06,3.0,44.0,Female,Croatia,Other,15799.2,Car,10532.8,dataset_3
Greece,2022-05-17,13.0,39.0,Transgender,Finland,Hotel,5913.6,Bus,3942.4,dataset_3
Greece,2020-05-01,19.0,42.0,Transgender,Cambodia,Other,12401.4,Flight,8267.6,dataset_3
Greece,2022-11-02,11.0,40.0,Female,Burundi,Airbnb,12355.8,Cruise,8237.2,dataset_3
Greece,2020-08-07,26.0,20.0,Transgender,Moldova,Hotel,13892.4,Train,9261.6,dataset_3
Greece,2022-10-01,7.0,61.0,Male,Serbia,Other,7451.4,Road Trip,4967.6,dataset_3
Greece,2020-11-03,14.0,75.0,Male,Liberia,Airbnb,9304.2,Cruise,6202.8,dataset_3
Greece,2022-09-20,11.0,28.0,Transgender,Sao Tome and Principe,Airbnb,15921.0,Train,10614.0,dataset_3
Greece,2021-02-11,12.0,35.0,Female,Namibia,Airbnb,3811.8,Bus,2541.2,dataset_3
Greece,2022-05-20,24.0,67.0,Non-binary,Congo,Other,16155.6,Train,10770.4,dataset_3
Greece,2023-02-17,26.0,63.0,Female,Saint Martin,Hotel,5614.8,Bus,3743.2,dataset_3
Greece,2022-06-28,29.0,53.0,Transgender,Montserrat,Airbnb,3431.4,Train,2287.6,dataset_3
Greece,2020-05-13,12.0,40.0,Transgender,Spain,Airbnb,3193.8,Road Trip,2129.2,dataset_3
Greece,2022-05-07,28.0,22.0,Female,Macao,Other,13783.2,Car,9188.8,dataset_3
Greece,2020-08-20,9.0,56.0,Male,Solomon Islands,Hotel,9835.8,Road Trip,6557.2,dataset_3
Greece,2020-07-04,1.0,38.0,Male,Colombia,Resorts,3551.4,Road Trip,2367.6,dataset_3
Greece,2020-01-19,28.0,55.0,Non-binary,French Southern Territories,Hotel,16399.2,Bus,10932.8,dataset_3
Greece,2020-03-10,1.0,29.0,Non-binary,Nauru,Airbnb,3301.2,Road Trip,2200.8,dataset_3
Greece,2022-12-11,15.0,45.0,Non-binary,Nigeria,Hotel,16489.8,Cruise,10993.2,dataset_3
Greece,2021-04-14,20.0,63.0,Transgender,Spain,Airbnb,7216.2,Road Trip,4810.8,dataset_3
Greece,2022-05-13,4.0,18.0,Non-binary,United States Minor Outlying Islands,Resorts,7655.4,Train,5103.6,dataset_3
Greece,2021-11-21,10.0,24.0,Non-binary,Israel,Airbnb,13867.8,Bus,9245.2,dataset_3
Greece,2022-06-06,25.0,47.0,Non-binary,Guinea,Resorts,10277.4,Car,6851.6,dataset_3
Greece,2023-05-29,29.0,61.0,Female,Angola,Resorts,16680.6,Flight,11120.4,dataset_3
Greece,2020-12-14,26.0,18.0,Non-binary,Jordan,Hotel,10914.6,Cruise,7276.4,dataset_3
Greece,2023-03-02,13.0,46.0,Female,Kazakhstan,Resorts,7019.4,Road Trip,4679.6,dataset_3
Greece,2022-08-25,11.0,39.0,Male,Eritrea,Airbnb,5577.6,Flight,3718.4,dataset_3
Greece,2022-12-15,27.0,50.0,Female,Montenegro,Airbnb,12973.2,Road Trip,8648.8,dataset_3
Greece,2022-11-24,22.0,18.0,Male,United Kingdom,Hotel,11767.2,Road Trip,7844.8,dataset_3
Greece,2022-12-21,9.0,58.0,Transgender,Vanuatu,Hotel,9780.6,Bus,6520.4,dataset_3
Greece,2022-08-26,6.0,59.0,Female,Malta,Airbnb,3520.2,Car,2346.8,dataset_3
Greece,2023-06-13,17.0,32.0,Male,Isle of Man,Airbnb,15551.4,Flight,10367.6,dataset_3
Greece,2021-10-22,19.0,75.0,Non-binary,North Macedonia,Hotel,6526.8,Cruise,4351.2,dataset_3
Greece,2021-02-11,15.0,75.0,Male,Afghanistan,Airbnb,4162.8,Train,2775.2,dataset_3
Greece,2020-10-18,13.0,35.0,Non-binary,Gambia,Resorts,13408.8,Bus,8939.2,dataset_3
Greece,2023-01-03,20.0,47.0,Female,Brunei Darussalam,Resorts,10671.6,Road Trip,7114.4,dataset_3
Greece,2022-12-26,10.0,70.0,Transgender,Turkmenistan,Other,3755.4,Bus,2503.6,dataset_3
Greece,2020-09-28,18.0,43.0,Non-binary,South Africa,Airbnb,14393.4,Bus,9595.6,dataset_3
Greece,2023-02-20,3.0,53.0,Non-binary,Lithuania,Hotel,7397.4,Road Trip,4931.6,dataset_3
Greece,2020-07-08,15.0,49.0,Non-binary,Christmas Island,Airbnb,5089.2,Flight,3392.8,dataset_3
Greece,2021-05-10,11.0,55.0,Transgender,Greece,Other,4094.4,Car,2729.6,dataset_3
Greece,2021-03-10,10.0,33.0,Non-binary,Malawi,Hotel,7816.8,Train,5211.2,dataset_3
Greece,2022-10-06,27.0,46.0,Female,Guam,Other,5559.0,Bus,3706.0,dataset_3
Greece,2021-05-25,2.0,74.0,Male,Cape Verde,Other,13206.6,Cruise,8804.4,dataset_3
Greece,2021-01-23,30.0,54.0,Male,Iran,Hotel,10347.6,Road Trip,6898.4,dataset_3
Greece,2023-03-18,12.0,24.0,Male,Lao People's Democratic Republic,Airbnb,10382.4,Flight,6921.6,dataset_3
Greece,2022-10-09,3.0,68.0,Female,Israel,Other,17118.6,Bus,11412.4,dataset_3
Greece,2023-05-30,21.0,53.0,Female,Yemen,Other,17233.8,Car,11489.2,dataset_3
Greece,2021-12-07,8.0,40.0,Non-binary,Armenia,Other,13686.6,Flight,9124.4,dataset_3
Greece,2020-05-11,12.0,71.0,Non-binary,Ireland,Resorts,3487.8,Flight,2325.2,dataset_3
Greece,2021-08-17,28.0,22.0,Non-binary,Mongolia,Airbnb,7873.8,Road Trip,5249.2,dataset_3
Greece,2020-11-08,9.0,38.0,Male,Belgium,Resorts,12522.6,Car,8348.4,dataset_3
Greece,2020-09-02,5.0,62.0,Non-binary,Vanuatu,Airbnb,14817.6,Cruise,9878.4,dataset_3
Greece,2020-01-29,28.0,33.0,Transgender,United Kingdom,Resorts,17293.2,Cruise,11528.8,dataset_3
Greece,2022-08-10,12.0,62.0,Female,Cuba,Other,14799.0,Flight,9866.0,dataset_3
Greece,2022-01-30,30.0,27.0,Female,Luxembourg,Resorts,6586.2,Flight,4390.8,dataset_3
Greece,2023-06-27,1.0,63.0,Male,Cambodia,Other,16950.6,Cruise,11300.4,dataset_3
Greece,2022-12-04,16.0,18.0,Non-binary,Equatorial Guinea,Airbnb,7384.2,Road Trip,4922.8,dataset_3
Greece,2023-06-25,30.0,33.0,Transgender,Pitcairn Islands,Airbnb,16522.2,Flight,11014.8,dataset_3
Greece,2023-08-04,27.0,24.0,Transgender,Honduras,Hotel,17832.0,Bus,11888.0,dataset_3
Greece,2022-03-03,12.0,23.0,Non-binary,Australia,Hotel,12899.4,Flight,8599.6,dataset_3
Greece,2020-10-04,1.0,55.0,Male,Romania,Other,17038.8,Car,11359.2,dataset_3
Greece,2023-01-26,16.0,36.0,Female,Jersey,Other,11351.4,Cruise,7567.6,dataset_3
Greece,2020-06-23,3.0,62.0,Female,Panama,Other,4110.0,Car,2740.0,dataset_3
Greece,2021-01-12,18.0,61.0,Male,Saint Barthelemy,Airbnb,11168.4,Bus,7445.6,dataset_3
Greece,2020-04-14,21.0,19.0,Female,Anguilla,Airbnb,11922.0,Flight,7948.0,dataset_3
Greece,2021-10-11,4.0,24.0,Non-binary,Benin,Resorts,9029.4,Train,6019.6,dataset_3
Greece,2021-10-21,12.0,55.0,Female,United States of America,Resorts,10378.2,Flight,6918.8,dataset_3
Greece,2022-03-10,2.0,59.0,Female,Malawi,Airbnb,6026.4,Bus,4017.6,dataset_3
Greece,2021-03-03,18.0,42.0,Female,Singapore,Airbnb,5708.4,Road Trip,3805.6,dataset_3
Greece,2022-09-03,4.0,66.0,Non-binary,Niue,Airbnb,3033.0,Flight,2022.0,dataset_3
Greece,2023-02-11,2.0,66.0,Female,Saudi Arabia,Resorts,15991.8,Car,10661.2,dataset_3
Greece,2020-01-13,26.0,55.0,Female,Indonesia,Resorts,14480.4,Bus,9653.6,dataset_3
Greece,2020-01-10,18.0,31.0,Transgender,Nicaragua,Resorts,16089.6,Train,10726.4,dataset_3
Greece,2020-12-18,6.0,33.0,Male,Turkey,Resorts,14491.2,Cruise,9660.8,dataset_3
Greece,2022-01-04,24.0,75.0,Non-binary,Nicaragua,Hotel,12456.6,Flight,8304.4,dataset_3
Greece,2023-07-13,11.0,49.0,Transgender,Guam,Airbnb,11991.0,Train,7994.0,dataset_3
Greece,2022-12-29,4.0,62.0,Transgender,Mongolia,Resorts,16408.2,Bus,10938.8,dataset_3
Greece,2021-05-11,20.0,34.0,Male,Namibia,Airbnb,15091.8,Train,10061.2,dataset_3
Greece,2023-05-09,4.0,37.0,Transgender,Djibouti,Airbnb,9443.4,Bus,6295.6,dataset_3
Greece,2022-08-04,21.0,55.0,Female,Egypt,Hotel,13575.6,Car,9050.4,dataset_3
Greece,2022-11-14,24.0,45.0,Female,Macao,Other,16943.4,Car,11295.6,dataset_3
Greece,2020-09-23,14.0,68.0,Female,Northern Mariana Islands,Hotel,13465.8,Cruise,8977.2,dataset_3
Greece,2022-05-14,2.0,53.0,Transgender,Suriname,Other,12454.2,Train,8302.8,dataset_3
Greece,2022-03-27,28.0,21.0,Transgender,Comoros,Airbnb,11628.6,Cruise,7752.4,dataset_3
Greece,2020-08-21,18.0,58.0,Male,Qatar,Hotel,16275.6,Car,10850.4,dataset_3
Greece,2020-02-17,27.0,25.0,Female,Bhutan,Hotel,11766.0,Flight,7844.0,dataset_3
Greece,2021-10-19,5.0,58.0,Male,Moldova,Resorts,11707.2,Road Trip,7804.8,dataset_3
Greece,2022-04-25,20.0,40.0,Female,Falkland Islands (Malvinas),Hotel,17866.2,Bus,11910.8,dataset_3
Greece,2022-07-22,15.0,22.0,Female,Somalia,Hotel,3360.6,Bus,2240.4,dataset_3
Greece,2022-05-18,8.0,58.0,Male,Netherlands Antilles,Other,15926.4,Cruise,10617.6,dataset_3
Greece,2023-01-15,14.0,25.0,Transgender,Algeria,Resorts,13788.6,Flight,9192.4,dataset_3
Greece,2023-02-01,1.0,24.0,Male,Sri Lanka,Hotel,4202.4,Bus,2801.6,dataset_3
Greece,2022-06-22,9.0,29.0,Non-binary,Liberia,Airbnb,8695.2,Bus,5796.8,dataset_3
Greece,2020-08-22,5.0,34.0,Non-binary,British Virgin Islands,Hotel,10969.8,Car,7313.2,dataset_3
Greece,2021-12-25,1.0,44.0,Transgender,Kyrgyz Republic,Resorts,16924.2,Car,11282.8,dataset_3
Greece,2022-04-17,7.0,49.0,Female,Timor-Leste,Hotel,11040.6,Flight,7360.4,dataset_3
Greece,2022-01-18,14.0,33.0,Male,Burkina Faso,Resorts,7153.2,Flight,4768.8,dataset_3
Greece,2023-08-01,6.0,75.0,Non-binary,Japan,Airbnb,5364.0,Bus,3576.0,dataset_3
Greece,2021-12-15,23.0,38.0,Male,Australia,Airbnb,9451.8,Bus,6301.2,dataset_3
Greece,2021-04-12,18.0,34.0,Female,Swaziland,Hotel,4557.0,Bus,3038.0,dataset_3
Greece,2021-10-03,22.0,19.0,Transgender,Gambia,Other,13409.4,Bus,8939.6,dataset_3
Greece,2021-04-06,18.0,37.0,Female,Australia,Hotel,16807.2,Car,11204.8,dataset_3
Greece,2022-08-15,12.0,48.0,Male,Kuwait,Hotel,16603.8,Train,11069.2,dataset_3
Greece,2020-10-08,22.0,35.0,Non-binary,Italy,Resorts,11364.6,Car,7576.4,dataset_3
Greece,2020-11-04,23.0,26.0,Transgender,Equatorial Guinea,Other,11880.0,Train,7920.0,dataset_3
Greece,2022-04-09,28.0,30.0,Non-binary,Cocos (Keeling) Islands,Resorts,7446.0,Train,4964.0,dataset_3
Greece,2022-07-09,3.0,19.0,Female,Saint Helena,Other,3433.8,Cruise,2289.2,dataset_3
Greece,2022-02-02,12.0,52.0,Non-binary,Chad,Hotel,12935.4,Road Trip,8623.6,dataset_3
Greece,2023-02-03,6.0,44.0,Non-binary,Jersey,Resorts,15723.0,Train,10482.0,dataset_3
Greece,2023-03-19,5.0,29.0,Male,Congo,Airbnb,12643.8,Road Trip,8429.2,dataset_3
Greece,2020-06-02,16.0,74.0,Transgender,Kyrgyz Republic,Other,16750.2,Road Trip,11166.8,dataset_3
Greece,2021-11-09,7.0,53.0,Male,United Kingdom,Other,6056.4,Train,4037.6,dataset_3
Greece,2020-02-14,22.0,37.0,Female,Jordan,Resorts,14007.0,Cruise,9338.0,dataset_3
Greece,2022-11-22,6.0,21.0,Female,Uganda,Resorts,14416.8,Road Trip,9611.2,dataset_3
Greece,2022-05-20,8.0,67.0,Transgender,British Virgin Islands,Hotel,3972.6,Road Trip,2648.4,dataset_3
Greece,2022-02-11,25.0,22.0,Female,Costa Rica,Other,6698.4,Cruise,4465.6,dataset_3
Greece,2021-10-26,5.0,72.0,Transgender,New Zealand,Airbnb,12820.8,Train,8547.2,dataset_3
Greece,2023-03-28,8.0,49.0,Non-binary,Somalia,Airbnb,15067.8,Cruise,10045.2,dataset_3
Greece,2021-04-20,23.0,53.0,Transgender,Luxembourg,Airbnb,10276.2,Road Trip,6850.8,dataset_3
Greece,2020-11-08,14.0,61.0,Female,Zambia,Other,11997.6,Bus,7998.4,dataset_3
Greece,2022-05-13,27.0,52.0,Non-binary,Madagascar,Resorts,10044.6,Road Trip,6696.4,dataset_3
Greece,2022-09-04,24.0,27.0,Non-binary,Switzerland,Other,3843.0,Road Trip,2562.0,dataset_3
Greece,2021-09-24,10.0,36.0,Non-binary,Tunisia,Other,15171.6,Cruise,10114.4,dataset_3
Greece,2023-08-01,9.0,70.0,Transgender,Bulgaria,Other,8574.0,Cruise,5716.0,dataset_3
Greece,2021-04-06,23.0,55.0,Transgender,Ghana,Other,15664.2,Flight,10442.8,dataset_3
Greece,2020-04-27,14.0,54.0,Non-binary,Bahamas,Airbnb,11961.6,Train,7974.4,dataset_3
Greece,2022-06-14,21.0,26.0,Female,Solomon Islands,Hotel,3672.0,Bus,2448.0,dataset_3
Greece,2021-02-11,13.0,52.0,Transgender,Saint Lucia,Other,11048.4,Road Trip,7365.6,dataset_3
Greece,2020-08-18,7.0,43.0,Non-binary,Greece,Hotel,11013.6,Bus,7342.4,dataset_3
Greece,2020-01-29,20.0,69.0,Transgender,Angola,Resorts,9823.2,Cruise,6548.8,dataset_3
Greece,2021-10-01,26.0,61.0,Female,Norfolk Island,Airbnb,10714.2,Flight,7142.8,dataset_3
Greece,2022-10-12,29.0,42.0,Transgender,Mongolia,Resorts,9078.0,Flight,6052.0,dataset_3
Greece,2022-02-26,28.0,52.0,Male,Palestinian Territory,Hotel,11913.6,Flight,7942.4,dataset_3
Greece,2020-09-20,29.0,54.0,Female,Micronesia,Resorts,17047.8,Car,11365.2,dataset_3
Greece,2020-08-07,25.0,63.0,Female,Liechtenstein,Airbnb,7327.2,Car,4884.8,dataset_3
Greece,2021-10-03,19.0,65.0,Non-binary,El Salvador,Resorts,17028.0,Bus,11352.0,dataset_3
Greece,2023-06-17,9.0,75.0,Female,Saint Martin,Other,14513.4,Train,9675.6,dataset_3
Greece,2022-01-23,30.0,60.0,Male,Tunisia,Airbnb,10027.8,Car,6685.2,dataset_3
Greece,2021-11-25,22.0,42.0,Non-binary,Palau,Other,8688.0,Cruise,5792.0,dataset_3
Greece,2020-10-15,16.0,70.0,Transgender,Philippines,Resorts,12063.0,Flight,8042.0,dataset_3
Greece,2020-05-27,29.0,57.0,Female,Bangladesh,Hotel,3242.4,Car,2161.6,dataset_3
Greece,2022-07-31,13.0,60.0,Male,Czech Republic,Airbnb,17712.0,Bus,11808.0,dataset_3
Greece,2021-07-30,16.0,45.0,Non-binary,Togo,Resorts,3424.2,Car,2282.8,dataset_3
Greece,2022-09-01,19.0,63.0,Non-binary,Nepal,Airbnb,8679.0,Road Trip,5786.0,dataset_3
Greece,2020-09-03,15.0,27.0,Transgender,Liberia,Airbnb,8134.2,Cruise,5422.8,dataset_3
Greece,2021-05-01,27.0,54.0,Non-binary,Hungary,Hotel,3226.2,Cruise,2150.8,dataset_3
Greece,2020-10-31,20.0,28.0,Non-binary,New Caledonia,Airbnb,6257.4,Bus,4171.6,dataset_3
Greece,2020-08-16,10.0,39.0,Female,Mozambique,Resorts,9631.8,Car,6421.2,dataset_3
Greece,2023-07-22,30.0,18.0,Male,Cambodia,Hotel,14495.4,Flight,9663.6,dataset_3
Greece,2023-07-17,1.0,59.0,Female,France,Hotel,7203.0,Road Trip,4802.0,dataset_3
Greece,2022-10-16,1.0,53.0,Transgender,Saint Helena,Airbnb,6316.2,Car,4210.8,dataset_3
Greece,2020-04-02,11.0,32.0,Male,Saint Vincent and the Grenadines,Airbnb,10738.2,Car,7158.8,dataset_3
Greece,2021-07-16,10.0,41.0,Female,Haiti,Airbnb,12310.2,Car,8206.8,dataset_3
Greece,2023-08-03,14.0,21.0,Male,Togo,Other,6570.0,Bus,4380.0,dataset_3
Greece,2021-07-13,11.0,31.0,Transgender,El Salvador,Airbnb,3105.0,Flight,2070.0,dataset_3
Greece,2022-10-28,5.0,50.0,Transgender,Peru,Hotel,11070.0,Car,7380.0,dataset_3
Greece,2022-03-28,22.0,40.0,Female,Malaysia,Airbnb,12073.8,Flight,8049.2,dataset_3
Greece,2021-04-16,16.0,67.0,Transgender,Yemen,Airbnb,4302.6,Car,2868.4,dataset_3
Greece,2021-11-16,26.0,24.0,Transgender,Azerbaijan,Resorts,5175.6,Road Trip,3450.4,dataset_3
Greece,2021-09-01,16.0,43.0,Female,Haiti,Other,17590.8,Train,11727.2,dataset_3
Greece,2021-02-10,25.0,35.0,Non-binary,Honduras,Airbnb,7578.6,Flight,5052.4,dataset_3
Greece,2021-09-15,1.0,36.0,Non-binary,Antigua and Barbuda,Hotel,8066.4,Cruise,5377.6,dataset_3
Greece,2020-11-20,22.0,43.0,Male,Niue,Hotel,15528.6,Train,10352.4,dataset_3
Greece,2020-05-11,4.0,70.0,Transgender,New Caledonia,Airbnb,13447.8,Flight,8965.2,dataset_3
Greece,2022-04-09,4.0,72.0,Male,Palau,Hotel,12684.0,Road Trip,8456.0,dataset_3
Greece,2022-01-20,25.0,71.0,Transgender,New Zealand,Airbnb,11432.4,Cruise,7621.6,dataset_3
Greece,2020-05-17,8.0,68.0,Non-binary,Wallis and Futuna,Hotel,6512.4,Cruise,4341.6,dataset_3
Greece,2021-10-01,6.0,57.0,Male,Puerto Rico,Airbnb,6145.2,Flight,4096.8,dataset_3
Greece,2021-02-25,28.0,30.0,Transgender,Reunion,Resorts,9158.4,Bus,6105.6,dataset_3
Greece,2023-01-02,10.0,40.0,Male,Uruguay,Resorts,9888.6,Flight,6592.4,dataset_3
Greece,2023-01-24,24.0,28.0,Non-binary,Mauritania,Other,13485.0,Car,8990.0,dataset_3
Greece,2021-02-27,11.0,75.0,Male,Netherlands Antilles,Resorts,6751.2,Train,4500.8,dataset_3
Greece,2021-02-09,18.0,18.0,Non-binary,Myanmar,Resorts,12638.4,Cruise,8425.6,dataset_3
Greece,2022-10-04,28.0,56.0,Transgender,Kenya,Airbnb,12639.0,Train,8426.0,dataset_3
Greece,2021-08-30,27.0,51.0,Transgender,Costa Rica,Other,6028.8,Bus,4019.2,dataset_3
Greece,2020-10-19,4.0,40.0,Female,San Marino,Other,15462.0,Train,10308.0,dataset_3
Greece,2021-06-21,14.0,46.0,Female,Saint Lucia,Hotel,16795.8,Bus,11197.2,dataset_3
Greece,2023-08-06,4.0,29.0,Female,Falkland Islands (Malvinas),Resorts,13296.0,Car,8864.0,dataset_3
Greece,2020-07-20,14.0,44.0,Transgender,Niue,Resorts,13842.6,Cruise,9228.4,dataset_3
Greece,2020-08-13,1.0,23.0,Non-binary,Algeria,Hotel,9719.4,Car,6479.6,dataset_3
Greece,2021-08-22,10.0,74.0,Male,Italy,Resorts,15225.6,Train,10150.4,dataset_3
Greece,2021-11-16,10.0,36.0,Transgender,Afghanistan,Airbnb,11860.8,Flight,7907.2,dataset_3
Greece,2020-10-26,4.0,55.0,Transgender,Senegal,Hotel,4761.0,Road Trip,3174.0,dataset_3
Greece,2023-07-08,25.0,21.0,Transgender,Aruba,Other,17538.0,Road Trip,11692.0,dataset_3
Greece,2020-06-21,11.0,73.0,Transgender,Oman,Resorts,6583.8,Car,4389.2,dataset_3
Greece,2020-01-19,21.0,35.0,Male,Guinea,Airbnb,16577.4,Flight,11051.6,dataset_3
Greece,2023-06-15,9.0,72.0,Female,Mayotte,Resorts,17158.2,Flight,11438.8,dataset_3
Greece,2022-12-27,10.0,43.0,Female,Madagascar,Hotel,7346.4,Road Trip,4897.6,dataset_3
Greece,2020-11-26,26.0,61.0,Non-binary,Poland,Hotel,15514.8,Car,10343.2,dataset_3
Greece,2020-09-23,16.0,37.0,Male,Bosnia and Herzegovina,Resorts,10244.4,Cruise,6829.6,dataset_3
Greece,2020-05-07,11.0,66.0,Female,France,Other,13174.8,Road Trip,8783.2,dataset_3
Greece,2023-02-09,14.0,30.0,Non-binary,Chile,Hotel,14482.8,Car,9655.2,dataset_3
Greece,2023-07-21,20.0,52.0,Non-binary,British Indian Ocean Territory (Chagos Archipelago),Other,15454.8,Cruise,10303.2,dataset_3
Greece,2022-03-16,11.0,53.0,Female,Lebanon,Hotel,9586.2,Road Trip,6390.8,dataset_3
Greece,2020-03-19,1.0,45.0,Transgender,French Guiana,Airbnb,8929.8,Train,5953.2,dataset_3
Greece,2023-05-12,4.0,63.0,Female,Guatemala,Other,10314.0,Train,6876.0,dataset_3
Greece,2022-09-28,23.0,58.0,Non-binary,Montenegro,Airbnb,7207.8,Train,4805.2,dataset_3
Greece,2022-12-03,9.0,54.0,Non-binary,Slovenia,Airbnb,15312.0,Bus,10208.0,dataset_3
Greece,2023-07-22,16.0,64.0,Male,United States of America,Resorts,11393.4,Train,7595.6,dataset_3
Greece,2023-03-27,9.0,28.0,Non-binary,Tonga,Airbnb,8491.2,Road Trip,5660.8,dataset_3
Greece,2021-11-06,30.0,72.0,Male,Oman,Resorts,3951.0,Flight,2634.0,dataset_3
Greece,2020-02-15,28.0,22.0,Female,Macao,Other,7072.8,Bus,4715.2,dataset_3
Greece,2022-08-20,7.0,54.0,Male,France,Airbnb,11533.8,Bus,7689.2,dataset_3
Greece,2023-05-06,5.0,28.0,Male,Niue,Hotel,7635.0,Bus,5090.0,dataset_3
Greece,2021-04-23,22.0,44.0,Non-binary,Greece,Other,15183.0,Cruise,10122.0,dataset_3
Greece,2022-06-09,23.0,64.0,Non-binary,Greece,Resorts,10250.4,Car,6833.6,dataset_3
Greece,2020-03-01,28.0,50.0,Male,Estonia,Airbnb,13614.0,Car,9076.0,dataset_3
Greece,2023-06-09,26.0,55.0,Male,Tokelau,Hotel,6367.2,Bus,4244.8,dataset_3
Greece,2020-06-04,22.0,72.0,Female,Israel,Other,3927.0,Car,2618.0,dataset_3
Greece,2022-04-11,15.0,31.0,Male,Thailand,Hotel,11267.4,Flight,7511.6,dataset_3
Greece,2020-11-05,10.0,48.0,Male,Korea,Airbnb,17730.0,Train,11820.0,dataset_3
Greece,2020-01-29,25.0,41.0,Female,Argentina,Resorts,4290.6,Bus,2860.4,dataset_3
Greece,2023-05-02,28.0,72.0,Female,North Macedonia,Resorts,16937.4,Car,11291.6,dataset_3
Greece,2021-01-15,14.0,39.0,Transgender,Slovenia,Resorts,16904.4,Road Trip,11269.6,dataset_3
Greece,2020-02-13,3.0,30.0,Male,Cameroon,Airbnb,3714.0,Flight,2476.0,dataset_3
Greece,2022-04-20,3.0,45.0,Male,Venezuela,Airbnb,7837.8,Flight,5225.2,dataset_3
Greece,2020-01-03,19.0,36.0,Non-binary,Turkmenistan,Airbnb,15748.8,Train,10499.2,dataset_3
Greece,2021-10-21,21.0,21.0,Transgender,Guinea-Bissau,Hotel,9514.8,Train,6343.2,dataset_3
Greece,2022-07-07,19.0,60.0,Transgender,Qatar,Resorts,4464.6,Car,2976.4,dataset_3
Greece,2022-09-27,7.0,74.0,Non-binary,Luxembourg,Resorts,16479.6,Road Trip,10986.4,dataset_3
Greece,2021-10-25,4.0,66.0,Non-binary,Kyrgyz Republic,Hotel,12365.4,Bus,8243.6,dataset_3
Greece,2020-03-07,11.0,47.0,Non-binary,Kyrgyz Republic,Hotel,3180.6,Flight,2120.4,dataset_3
Greece,2020-09-12,15.0,41.0,Transgender,Solomon Islands,Hotel,12390.6,Train,8260.4,dataset_3
Greece,2022-07-04,30.0,45.0,Transgender,Saint Kitts and Nevis,Airbnb,9569.4,Cruise,6379.6,dataset_3
Greece,2023-08-21,20.0,28.0,Non-binary,Sao Tome and Principe,Hotel,17254.2,Train,11502.8,dataset_3
